370,COF130,CAFE DU MONDE,,,3,CTNS,99.00,/CTNS,0.000,297.00,30.00
380,KS116,SK GIA VI PHA LAU (HOP),,,1,CTNS,37.00,/CTNS,0.000,37.00,6.25
400,CW120,SHAO HSING COOKING WINE,,,5,CTNS,13.00,/CTNS,0.000,65.00,12.50
420,BR122,QUOC VIET PHO GA,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,87.00
430,BR123,QUOC VIET BO HUE,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
440,CH130,M.POLO SHRIMP CHIP ORIGIN,,,1,CTNS,17.50,/CTNS,0.000,17.50,1.75
460,COF104,G7 INST COFFE&SUGAR,2IN1,,1,CTNS,58.00,/CTNS,0.000,58.00,23.36
470,FS240,MEGACHEF PRE FISH SAUCE,,,10,CTNS,24.00,/CTNS,0.000,240.00,35.00
480,DV200,LAL COOKING TAMARIND,,,2,CTNS,80.00,/CTNS,0.000,160.00,60.10
490,SS131,PRB LIGHT SOY SAUCE,500ML,,2,CTNS,28.50,/CTNS,0.000,57.00,5.20
500,SS134,PRB MUSHROOM SOYSAUCE,,,1,CTNS,37.00,/CTNS,0.000,37.00,4.08
510,BR125,QUOC VIET HU TIEU,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
520,BR124,QUOC VIET SOUP CHAY,*S*,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
530,KS202,SK BOT NGHE,2 OZ turmeric,,1,CTNS,34.00,/CTNS,0.000,34.00,3.25
550,PA170,2 CHICKEN SHRIMP PASTE-L-,,,1,CTNS,58.00,/CTNS,0.000,58.00,6.00
560,FP206,NP MAM TOM BAC,*,,1,EACH,58.00,/CTNS,0.000,58.00,20.08
580,BR129,QUOC VIET SOUP HEO,*S,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
590,BR120,QUOC VIET PHO BO,*S*,,2,CTNS,102.00,/CTNS,0.000,204.00,20.40
600,FP150,CHIN CHALOK KOKI SHRIMP,,,1,CTNS,45.00,/CTNS,0.000,45.00,5.00

Date,12/14/2018,Time,13:35:22,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0010
,,,,I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770201,Invoice date:,11/01/18,Customer: CH,CHINATOWN SUPERMARKET,,Sales rep:,15
Order,#:,99704,Order date:,11/01/18,,3390 S. STATE STREET,#11
,,,,,Telephone: MAN YEE SO VICE PRESIDENT
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,Qty-shipped,Unit price,Lin-disc%,Ext-price,,Gross-margin
610,SS130,PRB DARK SOY SAUCE,,500ML,2,CTNS,37.00,/CTNS,0.000,74.00,8.10
630,HL105,OX & PALM CORNED BEEF,,*M*,1,CTNS,86.00,/CTNS,0.000,86.00,8.55
640,FP144A,BGK MAM RUOC DA NANG,,,1,CTNS,96.00,/CTNS,0.000,96.00,14.00
660,COF109B,NESCAFE VIET,3n1,*SUA DA,1,CTNS,50.00,/CTNS,0.000,50.00,12.57
670,FD123,MR BROWN MACADAMIA COFFEE,,3,CTNS,14.10,/CTNS,0.000,42.30,3.90
690,FD150,COCO RICO COCONUT SODA,,20,CTNS,8.75,/CTNS,0.000,175.00,21.00
720,FD370,YEO'S SOYBEAN DRINK,1L,20,CTNS,11.00,/CTNS,0.000,220.00,20.00
730,FD356,YEO'S SOYBEAN DR. ppbox,,10,CTNS,8.00,/CTNS,0.000,80.00,17.50
740,FD356,YEO'S SOYBEAN DR. ppbox,,1,CTNS,0.00,/CTNS,0.000,0.00,6.25-
750,FD350,YEO'S SOYBEAN DRINK cans,,10,CTNS,11.00,/CTNS,0.000,110.00,18.40
760,FD350,YEO'S SOYBEAN DRINK cans,,1,CTNS,0.00,/CTNS,0.000,0.00,9.16-
770,FD353,YEO'S ICE GREEN TEA,/ CAN,2,CTNS,11.50,/CTNS,0.000,23.00,4.64
780,UT818,PALLET,,2,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,Invoice totals:,,5343.30,1032.80

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0011
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770202,Invoice date:,11/01/18,Customer: HUNGP,HUNG PHAT MEAT MARKET,Sales rep:,7
Order,#:,99716,Order date:,11/01/18,,9423 VALLEY BLVD.
,,,,,Telephone:
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,FR710A,FR. COOK UNPEEL CORN,2 PC,,10,CTNS,31.00,/CTNS,0.000,310.00,82.00
20,SE125,KADOYA SESAME OIL,22 OZ,,1,CTNS,77.00,/CTNS,0.000,77.00,8.60
30,BF106,BACH CUC CURRY BEEF JERKY,,,1,CTNS,160.00,/CTNS,0.000,160.00,15.00
40,NT181,KOH-KAE PEANUTS COCONUT,,,1,CTNS,47.00,/CTNS,0.000,47.00,5.00
50,PW181,VIANCO,5 SPICE POWDER,,2,CTNS,21.00,/CTNS,0.000,42.00,12.78
60,PW183,VIANCO GIA VI BO HUE,,,1,CTNS,13.00,/CTNS,0.000,13.00,5.87
70,PW184,VIANCO GIA VI BO KHO,,,1,CTNS,13.00,/CTNS,0.000,13.00,5.87
100,KS211,SK THINH SAIGON roasted,,3,1,CTNS,67.00,/CTNS,0.000,67.00,6.50
120,CF180A,MALING WATER CHESTNUTS,,,1,CTNS,27.00,/CTNS,0.000,27.00,9.20
140,PW190,NOH CH. BBQ/CHAR SIU,,,2,CTNS,21.00,/CTNS,0.000,42.00,5.28
150,PW306B,KARA COCONUT CREAM,500 ML,,2,CTNS,23.50,/CTNS,0.000,47.00,7.00
160,CC100,AROY-D COCONUT MILK,5.6OZ,,1,CTNS,25.50,/CTNS,0.000,25.50,5.50
180,NO240G,HAO HAO MI CHAY,*CUP*,,5,BLD,18.50,/BLD,0.000,92.50,10.00
190,NO240E,HAO HAO MI TOM CHUA,*CUP*,,5,BDL,18.50,/BDL,0.000,92.50,10.00
200,NO240F,HAO HAO ONION SATE,*CUP*,,5,BLD,18.50,/BLD,0.000,92.50,10.00
210,PW104,POLOKU MUSHROOM SEASONING,,,1,CTNS,112.00,/CTNS,0.000,112.00,10.00
220,FL131,ERAWAN TAPIOCA STARCH,,,1,CTNS,12.50,/CTNS,0.000,12.50,2.00
230,RS143A,NG FUNG BUN BO HUE,,5X8,2,CTNS,44.00,/CTNS,0.000,88.00,8.00
240,RS139,NP BUN BO HUE,,,1,CTNS,33.50,/CTNS,0.000,33.50,12.50
260,DV226,LAL FRIED BEANCURD SHEETS,,,1,CTNS,38.00,/CTNS,0.000,38.00,12.80
270,COF180,CAFE PHO,3IN1 (BAG),30TB,1,CTNS,140.00,/CTNS,0.000,140.00,53.55
290,SA111,LKK BLACK BEAN GARLIC,,8oz,1,CTNS,22.00,/CTNS,0.000,22.00,2.25
300,SS190F,MAGGI SOYSAUCE VN,,*CHILI*,10,CTNS,21.50,/CTNS,0.000,215.00,95.00
310,PC131A,NP PICKLED LEEK,,*30 OZ*,10,CTNS,65.00,/CTNS,0.000,650.00,117.20
320,PC131,NP PICKLED LEEK,,*14 OZ*,10,CTNS,61.00,/CTNS,0.000,610.00,102.80
,,,,,,,,Invoice totals:,,3069.00,614.70

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0012
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770203,Invoice date:,11/01/18,Customer: KC,,K.C SASIYA INC,,Sales rep:,15
Order,#:,99720,Order date:,11/01/18,,,20716 ARLINE AVE APT,#E
,,,,,,Telephone:,818-392-0880
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,Qty-shipped,,Unit price,Lin-disc%,Ext-price,,Gross-margin
10,CI120,SRIRACHA CHILI SAUCE,*L*,5,CTNS,23.50,/CTNS,0.000,117.50,12.50
20,CI121,SRIRACHA CHILI SAUCE,*S*,5,CTNS,18.50,/CTNS,0.000,92.50,7.50
30,CI110,HUY FONG CHILI GARLIC,*M*,10,CTNS,18.50,/CTNS,0.000,185.00,15.00
40,CI111,HUY FONG CHILI GARLIC,*S*,4,CTNS,21.50,/CTNS,0.000,86.00,6.00
50,CI100,SAMBAL OELEK GR CHILI,*M*,8,CTNS,17.50,/CTNS,0.000,140.00,12.00
60,CF280,CHAOKOH YOUNG JACKFRUIT,,6,CTNS,21.50,/CTNS,0.000,129.00,9.00
70,CF211,AROY-D LYCHEE SYRUP 10+1,,1,CTNS,45.00,/CTNS,0.000,45.00,16.15
80,FL140,COCK TAPIOCA STARCH,,1,CTNS,30.00,/CTNS,0.000,30.00,2.00
90,TA124,E FAT TAPIOCA PEARL*BLACK,,1,CTNS,52.00,/CTNS,0.000,52.00,5.00
100,CC103A,AROY-D COCONUT MILK 5 LB,,2,CTNS,36.00,/CTNS,0.000,72.00,7.00
110,TE136,3 LADY. DIETER TEA 30TBAG,,2,CTNS,47.00,/CTNS,0.000,94.00,8.00
120,TE137,3 LADY. DIETER TEA 18TBAG,,2,CTNS,57.00,/CTNS,0.000,114.00,8.00
130,TE138,3 LADY. DIETER TEA 12TBAG,,2,CTNS,47.00,/CTNS,0.000,94.00,8.00
,,,,,,,Invoice totals:,,1251.00,116.15

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0013
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770204,Invoice date:,11/01/18,Customer: LEE,#2,LEE LEE ORIENTAL MKT INC.,Sales rep:,17
Order,#:,99693,Order date:,10/31/18,,,2025 N. DOBSON ROAD
,,,,,,Telephone:,480-899-2887
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,WK105,WOO KEE BANH PHO,1 LBS,150,BAGS,0.95,/BAGS,0.000,142.50,16.50
20,WK108,WOO KEE FRESH RICE ROLLS,,40,EACH,2.10,/TRAY,0.000,84.00,8.00
30,WK106,WOO KEE FRESH RICE NOODLE,,40,BAGS,2.20,/BAGS,0.000,88.00,8.00
40,FD158,PHI MANGO NECTAR DRINK,,20,CTNS,16.00,/CTNS,0.000,320.00,30.00
50,FD158A,PHI CALAMANSI DRINK,,10,CTNS,15.00,/CTNS,0.000,150.00,17.00
60,FD158B,PHI GUAVA NECTAR DRINK,,10,CTNS,16.00,/CTNS,0.000,160.00,17.00
100,DV141,NK FRUCTUS LYCII,6 OZ,1,CTNS,182.00,/CTNS,0.000,182.00,17.00
110,DV153,BLACK FUNGUS STRIP,2.5 oz,3,CTNS,76.00,/CTNS,0.000,228.00,21.00
120,DV159,GREEN SWALLOW WAN YEE,*,2,CTNS,62.00,/CTNS,0.000,124.00,14.00
130,DV201,NK CASHEW NUTS,,1,CTNS,140.00,/CTNS,0.000,140.00,15.00
140,FO130,TR FRIED ONION,,1,CTNS,61.00,/CTNS,0.000,61.00,6.00
230,PW138,CHA BB JELLY MIXED COCO,,2,CTNS,40.00,/CTNS,0.000,80.00,8.00
240,PW139,CHA BB JELLY LYCHEE,,2,CTNS,40.00,/CTNS,0.000,80.00,8.00
250,PW304,CHAOKOH COCONUT,*POWDER*,1,CTNS,48.50,/CTNS,0.000,48.50,4.00
310,SU150,SUPER ROSE ROCK SUGAR,,1,CTNS,68.00,/CTNS,0.000,68.00,9.00
320,SU150A,SUPER ROSE ROCK SUGAR,,1,CTNS,68.00,/CTNS,0.000,68.00,9.00
420,RI130,KOKUHO RICE YELLOW,15 LBS,100,BAGS,8.85,/BAGS,0.000,885.00,100.00
470,CV149,AFC WHITE BEANCURD,10.6oz,1,CTNS,43.00,/CTNS,0.000,43.00,4.50
670,TE260,TRA MAN SEN co do hue,,1,CTNS,132.00,/CTNS,0.000,132.00,12.00
850,CF141,CHOW-Q MACAPUNO STRINGS,,1,CTNS,48.00,/CTNS,2.000,47.04,20.51
140,UT818,4 PALLETS FOR ALL,3,4,CTNS,0.00,/CTNS,0.000,0.00,22.00-
,,,,,,,Invoice totals:,,3131.04,322.51

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0014
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770205,Invoice date:,11/01/18,Customer: LEE,#3,LEE LEE ORIENTAL SUPERMKT,Sales rep:,17
Order,#:,99695,Order date:,10/31/18,,,7575 W. CACTUS RD
,,,,,,Telephone:,623-773-3345
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,WK105,WOO KEE BANH PHO,1 LBS,90,BAGS,0.95,/BAGS,0.000,85.50,9.90
20,WK108,WOO KEE FRESH RICE ROLLS,,20,EACH,2.10,/TRAY,0.000,42.00,4.00
30,WK106,WOO KEE FRESH RICE NOODLE,,20,BAGS,2.20,/BAGS,0.000,44.00,4.00
40,CA122,DM TAMARIND CANDY W/CHILI,,1,CTNS,66.00,/CTNS,0.000,66.00,6.00
50,CH150,KAPUSO BANANA CHIPS,,1,CTNS,77.00,/CTNS,0.000,77.00,5.00
70,DV141,NK FRUCTUS LYCII,6 OZ,1,CTNS,182.00,/CTNS,0.000,182.00,17.00
80,DV152,BLACK FUNGUS WHOLE,2.5 oz,1,CTNS,76.00,/CTNS,0.000,76.00,7.00
90,DV153,BLACK FUNGUS STRIP,2.5 oz,3,CTNS,76.00,/CTNS,0.000,228.00,21.00
100,DV159,GREEN SWALLOW WAN YEE,*,2,CTNS,62.00,/CTNS,0.000,124.00,14.00
130,PA129,KAMAYAN SHRIMP PST,*S-R*,2,CTNS,77.00,/CTNS,0.000,154.00,14.00
140,PA129A,KAMAYAN SHRIMP PST,*S-SW*,2,CTN,77.00,/CTN,0.000,154.00,14.00
150,PA129B,KAMAYAN SHRIMP PST,*S-SP*,2,CTN,77.00,/CTN,0.000,154.00,14.00
160,SU150,SUPER ROSE ROCK SUGAR,,1,CTNS,68.00,/CTNS,0.000,68.00,9.00
170,SU150A,SUPER ROSE ROCK SUGAR,,1,CTNS,68.00,/CTNS,0.000,68.00,9.00
240,UT230,GAS BURNER,,5,CTNS,72.00,/CTNS,0.000,360.00,37.50
260,WK103,WOO KEE BANH CANH DO,,20,BAGS,1.12,/BAGS,0.000,22.40,2.40
270,WK102,WOO KEE BANH CANH XANH,,20,BAGS,1.12,/BAGS,0.000,22.40,2.40
380,CA342,PHILIPPINE DRIED MANGO,,2,CTNS,89.00,/CTNS,0.000,178.00,16.00
410,CV149,AFC WHITE BEANCURD,10.6oz,1,CTNS,43.00,/CTNS,0.000,43.00,4.50
540,PW231D,KNORR PORK BOUILLO MIX,,2,BOX,22.00,/BOX,0.000,44.00,7.64
660,TE102,TRIPLE-L PEPPERMINT TEA,,1,CTNS,51.00,/CTNS,0.000,51.00,5.40
670,TE102E,TRIPLE-L BITTERMELON gree,,1,CTNS,70.00,/CTNS,0.000,70.00,7.60
680,TE110B,TRIPLE-L GREEN TEA w/,,1,CTNS,66.00,/CTNS,0.000,66.00,6.00
690,TE111,TRIPLE-L COLD & FLU,*CF*,1,CTNS,70.00,/CTNS,0.000,70.00,7.60
700,TE114,TRIPLE-L BLOOD PRESSURE,,1,CTNS,88.00,/CTNS,0.000,88.00,8.80
710,TE115A,TRIPLE-L DECAF GREEN TEA,,1,CTNS,70.00,/CTNS,0.000,70.00,7.60
720,TE116,TRIPLE-L GINKO DECAF,*,1,CTNS,70.00,/CTNS,0.000,70.00,7.60
810,FD109,FOCO TAMARIND JUICE*,[D13,5,CTNS,15.00,/CTNS,0.000,75.00,21.25
830,SS127,NAM DUONG SOY SAUCE,*S*,2,CTNS,30.00,/CTNS,0.000,60.00,29.74
,,,,,,,Invoice totals:,,2812.30,319.93

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0015
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770206,Invoice date:,11/01/18,Customer: LEE,#4,LEE LEE MARKET (TUCSON),Sales rep:,17
Order,#:,99696,Order date:,10/31/18,,,1990 W. ORANGE GROVE RD.
,,,,,,Telephone:,520-638-8328
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,WK105,WOO KEE BANH PHO,1 LBS,60,BAGS,0.95,/BAGS,0.000,57.00,6.60
20,WK108,WOO KEE FRESH RICE ROLLS,,20,EACH,2.10,/TRAY,0.000,42.00,4.00
30,WK106,WOO KEE FRESH RICE NOODLE,,20,BAGS,2.20,/BAGS,0.000,44.00,4.00
120,FD105B,FOCO ROAST. COCONUT JUICE,,20,CTNS,14.75,/CTNS,0.000,295.00,65.00
270,CV149,AFC WHITE BEANCURD,10.6oz,1,CTNS,43.00,/CTNS,0.000,43.00,4.50
360,SS127,NAM DUONG SOY SAUCE,*S*,1,CTNS,30.00,/CTNS,0.000,30.00,14.87
,,,,,,,Invoice totals:,,511.00,98.97

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0016
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770207,Invoice date:,11/01/18,Customer: AUNG,AUNG ASIAN MARKET,Sales rep:,7
Order,#:,99613,Order date:,10/29/18,,508 N DUMAS AVE.
,,,,,Telephone:,713-836-1503
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,MI120,BLACK & WHITE COND. MILK,,,3,CTNS,38.00,/CTNS,0.000,114.00,18.00
20,CC132,CHAOKOH COCONUT MILK,,5 LB,2,CTNS,41.00,/CTNS,0.000,82.00,8.00
50,CI100,SAMBAL OELEK GR CHILI,,*M*,1,CTNS,18.00,/CTNS,0.000,18.00,2.00
60,CI121,SRIRACHA CHILI SAUCE,,*S*,2,CTNS,19.00,/CTNS,0.000,38.00,4.00
70,KS207,SK OT MAU,paprika,,2,CTNS,34.00,/CTNS,0.000,68.00,6.50
80,KS217,SK G.V. MI VIT TIEM spicy,,,1,CTNS,34.00,/CTNS,0.000,34.00,3.25
90,MS100,AJINOMOTO MSG,3 LBS,,3,CTNS,74.00,/CTNS,0.000,222.00,24.30
100,MS101,AJINOMOTO MSG (BAGS),,,2,CTNS,77.00,/CTNS,0.000,154.00,17.80
101,COF102,TRUNG NGUYEN COFFEE culi,,,1,CTNS,75.00,/CTNS,0.000,75.00,7.00
110,CO150,MEIJI YAN YAN CHOCOLATE,,,1,CTNS,54.00,/CTNS,0.000,54.00,5.50
120,CO169,CITY ASSORTED BISCUITS,,*,2,CTNS,30.00,/CTNS,0.000,60.00,6.00
170,CA223,KOPIKO COFFEE CANDY,,(B),2,CTNS,19.00,/CTNS,0.000,38.00,4.00
180,CA224,KOPIKO CAPUCINO CANDY (B),,,2,CTNS,19.00,/CTNS,0.000,38.00,4.00
190,CA165,YUKHIN PRES. WHITE PRUNE,,,1,CTNS,61.00,/CTNS,0.000,61.00,5.80
200,FD148C,CHIN-C PINEAPPLE JUICE,,,2,CTNS,14.00,/CTNS,0.000,28.00,3.20
240,TP100A,LAL BAMBOO TOOTHPICK,,,6,PACK,7.00,/PACK,0.000,42.00,15.78
250,PW126,NESTLE MILO,6 TIN,,2,CTNS,68.00,/CTNS,0.000,136.00,16.00
270,UT612,TIGER RICE COOKER,8 CUP,,2,EACH,97.00,/EACH,0.000,194.00,19.20
280,UT613,TIGER RICE COOKER,10 CUP,,2,EACH,102.00,/EACH,0.000,204.00,19.32
310,FD150,COCO RICO COCONUT SODA,,,2,CTNS,8.75,/CTNS,0.000,17.50,2.10
320,NO280,WAI WAI ORIENTAL NOODLE,,,2,CASE,29.00,/CASE,0.000,58.00,6.00
350,FD105A,FOCO COCONUT JUICE,17.6oz,,20,CTNS,19.00,/CTNS,0.000,380.00,100.00
351,FD105A,FOCO COCONUT JUICE,17.6oz,,1,CTNS,0.00,/CTNS,0.000,0.00,14.00-
360,NO238C,OH RICEY HU TIEU,24 BAG,,10,BDL,31.50,/BDL,0.000,315.00,37.50
380,NO334,MAMA RICE VERMICELLI BUN,,,3,CTNS,48.00,/CTNS,0.000,144.00,15.00
390,NO335,MAMA PHO CLEAR SOUP (S),,,2,CTNS,52.00,/CTNS,0.000,104.00,14.00
400,UT818,PALLET,,,1,CTNS,7.00,/CTNS,0.000,7.00,1.50
,,,,,,,,Invoice totals:,,2685.50,351.75

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0017
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770208,Invoice date:,11/01/18,Customer: BLUE,BLUE SKY ASIAN MARKET LLC,Sales rep:,7
Order,#:,99278,Order date:,10/19/18,,5631 E. AMARILLO BLVD
,,,,,Telephone:,8062061021 MIN AUNG
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,,Lin-disc%,Ext-price,Gross-margin
10,PW099,NP GIA VI PHO BAC CO TUI,,,1,CTNS,98.00,/CTNS,0.000,98.00,24.05
30,NO470A,VIFON CHAO GA,*BOWL*,,1,CTNS,42.00,/CTNS,0.000,42.00,4.00
40,NO470,VIFON CHAO CA,*BOWL*,,2,CTNS,46.00,/CTNS,0.000,92.00,8.00
50,NO190C,N-SHIM SHIN NOODLE,*BOWL*,,3,CTNS,8.25,/CTNS,0.000,24.75,3.00
60,NO335,MAMA PHO CLEAR SOUP (S),,,1,CTNS,52.00,/CTNS,0.000,52.00,7.00
70,NO334,MAMA RICE VERMICELLI BUN,,,1,CTNS,48.00,/CTNS,0.000,48.00,5.00
80,DV200,LAL COOKING TAMARIND,,,1,CTNS,80.00,/CTNS,0.000,80.00,30.05
110,SS107F,CJ CHICKEN BBQ SAUCE,,*S*,2,CTNS,29.00,/CTNS,0.000,58.00,14.56
120,FS220,3 CRAB FISH SAUCE,,,2,CTNS,36.00,/CTNS,0.000,72.00,5.00
140,FS120,1 SQUID FISH SAUCE,**,,2,CTNS,17.00,/CTNS,0.000,34.00,34.00
150,FP140,PANTAI MAM NEM (L),,,2,CTNS,34.00,/CTNS,0.000,68.00,8.00
160,SS120,GOLDEN MOUNTAIN SOY SAUCE,,,2,CTNS,15.00,/CTNS,0.000,30.00,5.00
170,SS155,MAEKRUA OYSTER SAUCE,,*L*,3,CTNS,22.00,/CTNS,0.000,66.00,6.00
190,CI121,SRIRACHA CHILI SAUCE,,*S*,3,CTNS,19.00,/CTNS,0.000,57.00,6.00
210,CI201,TCC SWT CHILI CHICKEN,,*L*,1,CTN,22.00,/CTN,0.000,22.00,3.00
220,DD138,KTT LA THOM,*BAY LEAVES*,,1,CTNS,27.00,/CTNS,0.000,27.00,3.00
230,MS101,AJINOMOTO MSG (BAGS),,,3,CTNS,77.00,/CTNS,0.000,231.00,26.70
240,PW239,TOTOLE CHICKEN BOUILLON S,,,2,CTNS,75.00,/CTNS,0.000,150.00,14.00
250,TA120,WUFU TAPIOCA PEARL,*BLACK,,1,CTNS,59.00,/CTNS,0.000,59.00,5.00
260,TA121,WUFU TAPIOCA PEARL,*COLOR,,1,CTNS,59.00,/CTNS,0.000,59.00,5.00
310,NT130,LAL RED PEANUT,(10+1),,1,CTNS,60.00,/CTNS,0.000,60.00,22.00
320,CO230,BANH LU PETIT BEURRE,,200G,1,CTNS,52.00,/CTNS,0.000,52.00,7.00
360,CO112,ANGEL WAFERS,,,1,CTNS,23.50,/CTNS,0.000,23.50,2.50
370,CO245,EURO STRAWBERRY CAKE,,,2,CTNS,18.00,/CTNS,0.000,36.00,5.00
380,CO246,EURO CUSTARD CAKE,,,5,CTNS,18.00,/CTNS,0.000,90.00,12.50
390,CO250,ELLSE LAYER PANDAN CAKE,,,2,CTNS,28.00,/CTNS,0.000,56.00,6.00
400,CO251,ELLSE LAYER VANILLA CAKE,,,1,CTNS,28.00,/CTNS,0.000,28.00,3.00
420,CO280D,LAYER CAKE PANDAN,*L*,,1,CTNS,37.00,/CTNS,0.000,37.00,4.00
450,CO248B,HUP SENG CREAM CRACKERS,,,1,CTNS,16.00,/CTNS,0.000,16.00,2.50
470,CA131,CHACHA SUNFLOWER-ORIGINAL,,,1,CTNS,29.50,/CTNS,0.000,29.50,4.50
490,CA152,CHO FU PEANUT CAKE,,,1,CTNS,85.00,/CTNS,0.000,85.00,7.50
500,NT180,NAGARAYA PEANUT GARLIC,,,1,CTNS,52.00,/CTNS,0.000,52.00,5.20
510,NT180A,NAGARAYA PEANUT B.B.Q,,,1,CTNS,52.00,/CTNS,0.000,52.00,5.20
530,FD350,YEO'S SOYBEAN DRINK cans,,,3,CTNS,11.00,/CTNS,0.000,33.00,5.52
540,ED103,M-150 DRINK bottle,[C16],,5,CTNS,22.00,/CTNS,0.000,110.00,12.50
560,FD192,MLS COCONUT SAGO DESSERT,,,5,CTNS,21.00,/CTNS,0.000,105.00,10.00
570,CM204,MALACARE CREAM,,,1,DOZ,19.00,/DOZ,0.000,19.00,5.00
590,UT231,BUTANE GAS,,,5,CTNS,22.00,/CTNS,0.000,110.00,20.00
600,FD109G,MOGU MOGU MANGO DR. W/,,,3,CTNS,11.50,/CTNS,0.000,34.50,9.42
610,FD109I,MOGU MOGU ORANGE DR. W/,,,3,CTNS,11.50,/CTNS,0.000,34.50,9.42
620,FD109H,MOGU MOGU PINAPPLE DR. W/,,,3,CTNS,11.50,/CTNS,0.000,34.50,9.42
640,FD109C,MOGU MOGU COCONUT DR. W/,,,5,CTNS,13.75,/CTNS,0.000,68.75,26.95
650,FD109E,MOGU MOGU LYCHEE DR. W/,,,3,CTNS,13.75,/CTNS,0.000,41.25,16.17
660,FD109F,MOGU MOGU GRAPE DR. W/,,,2,CTNS,13.75,/CTNS,0.000,27.50,10.78
670,FD109J,MOGU MOGU YOGURT DR. W/,,,2,CTNS,0.00,/CTNS,0.000,0.00,16.72-
680,UT818,PALLET,,,1,CTNS,8.00,/CTNS,0.000,8.00,2.50

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0018
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770208,Invoice date:,11/01/18,Customer: BLUE,BLUE SKY ASIAN MARKET LLC,Sales rep:,7
Order,#:,99278,Order date:,10/19/18,,5631 E. AMARILLO BLVD
,,,,,Telephone:,8062061021 MIN AUNG
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
,,,,Invoice totals:,,2612.75,424.22

Date,12/14/2018,Time,13:35:23,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0019
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770209,Invoice date:,11/01/18,Customer: HONG K,HONG KONG SUPERMARKET,Sales rep:,14
Order,#:,99676,Order date:,10/31/18,,5495 JIMMY CARTER BLVD.
,,,,,Telephone:,770-582-6800
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
